reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,unique_id,appId
9afdc265-13a2-4bd9-a841-7df49b568e50,It's amazing but a little problem is there are so many adds but it give awesome results.,5,1,3.13.30,2024-10-06 01:11:40,,,3.13.30,pho630295,vsin.t16_funny_photo
ef2e2b54-eec2-4161-936e-b3f86ad734b2,I love this app . keep your good work,5,0,3.12.61,2023-08-04 21:33:19,,,3.12.61,pho661655,vsin.t16_funny_photo
c639b3e4-f795-4d2d-80c0-a58ab9b059ac,the app it works perfectly,5,0,3.12.8,2022-05-30 09:38:39,,,3.12.8,pho664433,vsin.t16_funny_photo
3c775101-9bc3-410a-987b-da281e60bd4c,I love remini! But sometimes there are failures in editing. And the one thing is this apps are only limited on editing. But this apps are totally awesome!!,3,0,,2022-05-22 06:39:50,,,,pho881813,com.bigwinepot.nwdn.international
a93f7c8d-406a-4e04-aaaa-1dce42dbc444,Best app for ll. Blurry camera mobile,3,0,3.7.74.202166650,2022-12-17 07:44:20,,,3.7.74.202166650,pho918942,com.bigwinepot.nwdn.international
32b97f58-47a3-498f-9e5b-6d684c4ce71d,this application is good response,5,0,3.7.622.202381158,2024-05-31 09:00:12,,,3.7.622.202381158,pho906803,com.bigwinepot.nwdn.international
09c89621-4d56-46b4-b244-21829ed778b5,amazing but lot of ads for free trial,4,0,3.7.518.202336778,2024-02-10 09:32:56,,,3.7.518.202336778,pho910052,com.bigwinepot.nwdn.international
3f97fe32-c7ad-44e0-a279-7ae8b3b416be,I swear it's so amazing guys i suggest try this app and you realise it's really good,5,0,,2022-07-07 04:17:17,,,,pho924166,com.bigwinepot.nwdn.international
4029439b-dd34-4e69-8cad-438bfa6e504d,Online it said to download this to make free missing persons posters. Not subscribe for $40/month.,1,0,,2022-07-28 10:13:41,In order to ensure the operation of our R&D team some of our features need to be paid hope you can understand. We also have a lot of free features which you can use them without paying. We will also continue to update more valuable features so stay tuned.,2022-07-28 21:17:35,,pho834453,com.everimaging.photoeffectstudio
aac65937-9c37-451d-b060-eb4d82523fe6,I also use this app and this app is very good it has all the features which are used to edit a video and photo. thank u PicsArt team,5,0,25.3.9,2024-07-19 15:49:28,,,25.3.9,pho65988,com.picsart.studio
0780a809-fabe-4cef-b605-e9b45eab8054,This App is so good but please add some Ad free trials on premiums like onepiece Naruto and jojo please add in next update then it's worth it of 5 Stars,4,0,2.1.0,2023-05-31 17:46:23,,,2.1.0,pho870025,com.ai.polyverse.mirror
ba7dbcff-94d9-4a3d-8ce0-c8d0cfbf0b06,Yeah it's great and all but I already paid for an upgrade to get dehaze noise correction etc etc on my old phone. I get a new phone and now I don't have those options anymore without having to pay a monthly charge. Thanks a lot.,4,55,8.2.970,2022-07-04 01:20:32,,,8.2.970,pho259385,com.adobe.psmobile
df8e6ce7-4db3-4058-a193-b3955e4d9744,I love this app I use it so much and I use it and I share it with friends and family to make anything,5,0,24.6.4,2024-04-21 14:26:35,,,24.6.4,pho124519,com.picsart.studio
e8a972ad-193a-4dbb-8ff0-6603f7760a3d,perfect app. very satisfying. just not satisfied with AI's work when producing hands and toes,4,0,25.2.5,2024-07-22 22:09:42,,,25.2.5,pho67225,com.picsart.studio
c38cba36-7a1a-4305-b8c3-c779aad266b9,Ad watch karne ke bad issue dikhata he,5,0,3.7.185.202187427,2023-04-13 00:55:00,,,3.7.185.202187427,pho951741,com.bigwinepot.nwdn.international
472f85a3-b709-4031-b838-86bd33e2af26,"it was good from the start but when i click something it says ""help us improve remini"" i click something that was there idk what is was but it outed me in the app i opend it and tried different photos but still didn't work i hope this bug can be fix.",2,0,2.1.0.202111508,2022-03-25 04:38:29,Hi we're sorry for the inconvenience and we'd be more than happy to help you out personally: don't hesitate to send us an email at reviews@bendingspoons.com in which you explain your experience. We'll get to the bottom of the issue and you'll be able to go back enjoying our app as soon as possible!,2022-03-25 06:23:30,2.1.0.202111508,pho880564,com.bigwinepot.nwdn.international
52401269-1684-4be3-910c-3f7a910b80df,It makes very beautiful photos,5,0,3.13.10,2024-06-16 07:33:30,,,3.13.10,pho635539,vsin.t16_funny_photo
677008fb-4fd4-4712-af02-2ea5eb89bffc,Can you pleaseeeeee add a setting to disable the limit!! I will give you more stars!,3,0,25.1.6,2024-06-17 21:09:52,Hey there! The limit of added objects depends on your devices technical capabilities. We understand that this may feel a bit restrictive but its necessary to ensure that Picsart runs smoothly and without any performance issues. If you have any other questions or concerns dont hesitate to reach out to us at support@picsart.com.,2024-06-18 08:14:33,25.1.6,pho79026,com.picsart.studio
77b07c9a-e9da-4834-a8cb-8c5f1a9a02f4,The best photo editor ever I really enjoyed using this app.,5,1,1.662.161,2024-09-22 13:28:39,,,1.662.161,pho776,photo.editor.photoeditor.filtersforpictures
e75e0f51-7b3c-467a-80c5-9c58f8c96687,some okay stuff but couldn't even do a simple stormy weather over lay on a supplied picture.,2,0,,2023-12-30 16:53:05,Hello there thank you for bringing this to our attention. We deeply respect your advice and we will try to combine your feedback with our R&D in order to provide better products. Best regards.,2024-01-01 21:39:05,,pho1051264,editingapp.pictureeditor.photoeditor
96b823fd-8cd8-4306-9ea7-ef79a4e5acfe,Bad bad bad ! You've ruined it .it was amazing but now all of what we get is the same pic with blurry parts,1,0,1.7.4,2022-02-21 04:09:00,,,1.7.4,pho895857,com.bigwinepot.nwdn.international
9bd73650-4250-4f30-8985-39358e74aeab,"App is completely good for editing. But I can't verify my email as it says ""Email already in use."" This sucks because I end up not even getting the message on a different email.",4,3,24.8.4,2024-05-12 07:29:46,,,24.8.4,pho65371,com.picsart.studio
56f9ceb6-2cd7-4bda-a325-de9c22dba586,Guys pls this app is very good cool and awesome to me so 5 stars for u,5,0,3.12.9,2022-04-17 23:37:43,,,3.12.9,pho659181,vsin.t16_funny_photo
0af750b1-2aa8-4751-8cda-21d8aca88d36,Surprisingly easy and intuitive. It's the first time I feel comfortable editing images in non-trivial ways without having to turn on my pc,5,5,1.462.152,2023-08-19 10:34:50,,,1.462.152,pho447037,photo.editor.photoeditor.photoeditorpro
31ae59a2-5e5a-4a29-baf2-29fe07ede036,just the best.. the AI is also top notch,5,0,25.6.6,2024-09-12 17:34:29,,,25.6.6,pho76933,com.picsart.studio
c275696c-8872-42b0-82a7-6038fbdc2c33,Bring back colorizing please. I used it a lot,2,0,3.7.32.202157592,2022-11-13 13:20:13,,,3.7.32.202157592,pho913132,com.bigwinepot.nwdn.international
fbc68cee-d8f2-4b6f-8730-f0cac5c1f531,I can access any photo same,1,0,3.13.8,2024-05-17 18:18:35,Dear user thank you for your feedback. We have released a new version of our app and we request you to kindly install it. If you continue to face issues please contact us at support@pho.to.,2024-06-01 02:26:31,3.13.8,pho646474,vsin.t16_funny_photo
168ecd4b-523f-4f84-ab97-8fb4098fe971,I enjoy editing using this app,5,0,1.621.148,2024-03-02 12:58:08,,,1.621.148,pho14311,photo.editor.photoeditor.filtersforpictures
47fa6d79-3d9d-4b16-b9c9-752e21b56f0c,The application is good but it needs some modification,5,0,3.7.68.202164470,2022-12-12 03:55:39,,,3.7.68.202164470,pho913764,com.bigwinepot.nwdn.international
cfd6803d-fd09-417f-840b-9a5f35f8ce99,I've Had CrazyFun making Abstract Photo Art!!! LOVE IT!!!2023 Update Still Very Awesome App No Issue Love IT,5,0,23.1.3,2023-09-21 03:48:00,,,23.1.3,pho113011,com.picsart.studio
be4f3549-4371-4750-a21e-182d5e100f38,Lot of ads I hate total. Justice for free users,1,0,3.7.693.202410344,2024-07-16 00:56:03,,,3.7.693.202410344,pho885260,com.bigwinepot.nwdn.international
77c7d4e3-8b64-44f4-bae6-a48f644b0441,The best enhancing app I ve ever seen,5,0,3.7.693.202410344,2024-07-15 09:42:49,,,3.7.693.202410344,pho904004,com.bigwinepot.nwdn.international
af1de778-5656-4281-9757-7c0682947fdd,Im having a terrible problem every time I open the app Im wanting to put something in the photo right? so when I press stickers its just a pink loading screen. I try re opening the app Nope I tried everything to see if it will work IT STILL WONT! fix this PLEASEEE!!!!!!,4,0,19.8.1,2022-05-29 01:27:54,,,19.8.1,pho77769,com.picsart.studio
4a13339b-d239-4429-a727-dbdf5be3b562,Very worst app after consistent updates,1,0,3.7.282.202221109,2023-09-10 03:24:07,,,3.7.282.202221109,pho924687,com.bigwinepot.nwdn.international
becae6f5-9f99-4c66-a112-67d4290be427,This is very poor aap,1,2,,2023-10-20 11:02:01,Hello dear user can you describe the problem you are encountering in more detail? We will optimize the application software with reference to your feedback.,2023-10-28 03:19:30,,pho824906,com.energysh.quickarte
98bf421e-98da-4ea3-8d32-fb403c53c53f,This is bllcht. I cant even open it even my signal is strong! Scrw ur app,1,0,,2022-10-06 08:55:10,,,,pho904624,com.bigwinepot.nwdn.international
18c122c9-472e-456a-8ce8-71b7945a28bc,Very bad app They deducted money from my account,1,0,3.7.736.202428502,2024-08-21 00:55:24,,,3.7.736.202428502,pho882241,com.bigwinepot.nwdn.international
e93194db-ee5d-40f0-bfe2-86efa0187e42,I never thought an app could have this many AL avatar options. This app is one of the best I've ever used and the only app that I've seen with so many options. Way to go Photo Lab!!!,5,17,3.12.50,2023-03-28 23:21:32,,,3.12.50,pho632261,vsin.t16_funny_photo
f9bec7e8-99d3-421c-9a7a-6133b0d894cc,I saw the other reviews but downloaded it regardless but they were right. Having to see an ad for editing each pic and another ad for saving the pic to gallery is a bit too much. There has to be a way to get a few hours of ad free experience maybe by watching several ads first.,2,33,3.7.121.202173583,2023-02-05 14:30:41,,,3.7.121.202173583,pho877997,com.bigwinepot.nwdn.international
2b06c06f-667a-4422-a020-babd4b16b7c9,good but it couldn't stable nowadays just do off and on,4,0,3.12.48,2023-02-11 10:20:22,,,3.12.48,pho649616,vsin.t16_funny_photo
5dacd2a0-730b-4c6c-8cb0-2cac48feb552,Awesome app for showing people your anime look and no adds,5,0,2.1.0,2023-06-10 11:50:46,,,2.1.0,pho870756,com.ai.polyverse.mirror
6bd93593-5174-432f-9160-656c774e3789,I cannot enhance photo for free anymore,1,0,3.7.83.202168326,2022-12-25 03:13:58,,,3.7.83.202168326,pho933657,com.bigwinepot.nwdn.international
d522f9b4-291a-4108-b4c2-ea96bc809d34,Crashing Bug is Fixed thanks.,5,0,21.9.5,2023-04-04 00:24:05,Hey there thanks for letting us know about this issue. Our tech team has already found the cause of this issue and fixed it. Please go to your device's app store and reinstall the app. If you have any other concerns feel free to contact us via our Help Center https://picsart.support,2023-03-20 07:57:40,21.9.5,pho123078,com.picsart.studio
e4a9d8d1-8a54-475b-962b-5cb815e76de4,You dirty scumbags are now making it impossible to opt out of allowing you to keep and share my images. You pretend like there's an option to decline this but it's impossible to click. Shame.,1,5,23.5.7,2023-11-12 21:47:31,You can always find help and more information at https://picsart.help. If that doesn't help your issue you can reach us at support@picsart.com.,2023-11-15 02:12:29,23.5.7,pho92739,com.picsart.studio
ef4975ca-ffa6-41b7-b934-98cbd59167c5,This app is very good . Based on ai tools I've used on computer. This ai does a very good job based on turning me into an anime character. The ads aren't to long. So it's worth the wait to get your ai art converts .,5,3,1.8.8,2023-03-31 13:14:22,,,1.8.8,pho868031,com.ai.polyverse.mirror
72559321-102a-4dfd-ae30-4d61f6d3f80d,it is very usefull app forever,5,0,1.572.134,2023-08-25 16:25:27,,,1.572.134,pho14062,photo.editor.photoeditor.filtersforpictures
64bda089-7f1e-415c-a53c-73ce0876a29f,A mountain of love for this app. Used it for years can't believe what it's grown into today.,5,0,23.6.5,2023-11-21 16:14:50,,,23.6.5,pho118131,com.picsart.studio
9254114c-221b-422a-9b8d-6011c0a13450,Very Good it work very well,1,2,2.1.0.1,2023-09-21 05:05:52,Hello thank you for liking our products! Your evaluation is very important to us. We will continue to work hard to provide better services. Looking forward to seeing your 5-star rating. ( ) Have a nice day!,2023-09-22 02:52:52,2.1.0.1,pho824417,com.energysh.quickarte
e106ad4c-5baa-474f-af03-622dba587514,Really good and useful app the repair function could be better but for a phone app it's great to be able to colourise old photos even if some colours are slightly off.,4,28,1.393.114,2022-01-24 11:05:15,,,1.393.114,pho445785,photo.editor.photoeditor.photoeditorpro
4f63445f-4c5f-4386-b38e-21ba24fc705c,"Waste of time U have to watch long adds every option u do even inbetween photos Then when ""it's worked"" it looks completely the same.. other times it's distorted so badly it makes photos look retarded and unhuman wasting my time and effort.. yet it expects u to pay when it's the worst app I've ever come across",1,1,3.6.63.202149439,2022-09-26 16:06:28,,,3.6.63.202149439,pho879938,com.bigwinepot.nwdn.international
a926428e-2588-476f-8a81-89e0774996a2,Any software charges? Price?,1,0,,2022-09-10 06:07:13,,,,pho296802,com.adobe.psmobile
8963ab09-1fbc-4bed-92c0-2617344da049,The latest update doesn't work. Cannot save. Just spins. Great since I pay for it.,1,5,2.2.0,2023-08-31 21:12:20,Hello we apologize for the inconvenience caused to you. Please reach out to us at support@lightxapp.com sharing your experience with the app. We will assist you at the earliest.,2023-09-01 02:42:23,2.2.0,pho572763,com.lightx
05bcfdb0-55ce-4004-a1b6-97abd1715760,Enhances only face not the fulbody images otherwise five-star,4,0,1.7.2,2022-05-05 15:42:25,,,1.7.2,pho923037,com.bigwinepot.nwdn.international
b63c4197-284d-425d-bbec-0d810773fb21,So far the free part of the app is fun its now got me wanting to pay full price to use all its other features that gotta be even better the the free sections!,5,0,18.0.0,2023-06-15 02:19:55,,,18.0.0,pho146185,com.cyberlink.photodirector
2479aeee-b7f1-4379-bf56-a251416ff988,Easy to use various ideas less adv,5,0,,2023-11-25 20:53:56,,,,pho471057,photo.editor.photoeditor.photoeditorpro
89144374-ac5d-4c3e-911f-ef7af8ec6dac,Great app the only problem is how much you put out premium,5,0,20.8.5,2022-10-28 22:16:44,,,20.8.5,pho132520,com.picsart.studio
18021083-73b0-4715-a584-0972e6953297,This app make and i edit my favorite my hero academia,5,0,1.433.137,2022-11-19 14:05:42,,,1.433.137,pho489813,photo.editor.photoeditor.photoeditorpro
91cdca5e-bf95-415e-9dc5-b3ca57202733,Very Good And Useful For Documentary Photos & Paperwork,5,0,25.4.5,2024-08-20 17:49:06,,,25.4.5,pho77929,com.picsart.studio
00ae1367-ef29-4c03-a9c8-7af7400f8593,Awesome control. Great results!!,5,0,1.462.152,2023-08-10 21:48:24,,,1.462.152,pho475118,photo.editor.photoeditor.photoeditorpro
8a633149-1a48-46d4-9765-3645a88916b4,Great app it can turn pictures to professional studio shots. Love it.much.,5,5,3.12.20,2022-06-15 00:47:57,,,3.12.20,pho636802,vsin.t16_funny_photo
538634ef-a190-4586-88e3-cee78776fece,I am soo happy to installed ithis app its best app for editing photos.,5,0,1.483.106,2022-04-21 12:20:15,,,1.483.106,pho7256,photo.editor.photoeditor.filtersforpictures
9cd352da-e702-4619-8019-605b1df9caae,Nice options really liked this photo editor,5,0,1.462.152,2023-08-04 20:46:58,,,1.462.152,pho477165,photo.editor.photoeditor.photoeditorpro
83d25f53-7ec0-45fd-86ea-eeffc2d0df96,It does wonders & I love it,5,0,15.7.219,2024-09-30 02:16:12,Hello! We are delighted to hear you love the app and find it wonderful! Your support means a lot to us. ^Sam,2024-09-30 08:11:30,15.7.219,pho261768,com.adobe.psmobile
816aeacf-dd03-4d86-aab3-16734d11e3d6,it's surprisingly better than toon app,5,0,3.12.70,2023-10-01 19:48:11,,,3.12.70,pho677884,vsin.t16_funny_photo
516d16d5-20d0-4b7a-b7a5-01deec1f1a2c,it's super pa but many add comes but it is a very good,5,0,3.12.76,2023-11-15 05:32:40,,,3.12.76,pho657562,vsin.t16_funny_photo
d4ffb8e4-722b-4bbb-a24e-90e52c6d48f2,Through my several years of using Picsart across 3 phones this app has become unbearable. It had a very strong beginning with me but this app continues to break my heart via updates. I now cannot save photos without having to buy something which is outrageous. Your app was convenience not ground-breaking. Will not be using anymore.,1,2,20.1.3,2022-10-01 12:15:54,Picsart will always offer a free version of the app but we also offer premium features for Gold subscribers. Premium features are identified with a gold crown. To save your edit make sure you're only using free features or learn how to subscribe to Gold at https://picsart.help.,2022-10-03 07:03:01,20.1.3,pho63406,com.picsart.studio
39f51069-7761-40c9-a3a6-378b10361abb,BC almost 1 mnt adds this is too much no body have that much time picture quality is also not so good. ONE STAR is enough for this app.,1,0,,2024-02-24 20:02:03,,,,pho888110,com.bigwinepot.nwdn.international
e80c66d3-ca43-4e5b-8873-ea731a17f944,I love this skin you are the best you people know how to make somebody look very fine,2,0,3.12.80,2023-12-25 16:14:08,Dear user we care about your feelings and every little encouragement makes us better :) So if you like this app please consider giving us a 5-star rating. If you have any suggestions please let us know at support@pho.to.,2023-12-29 08:55:24,3.12.80,pho658421,vsin.t16_funny_photo
61ae68f3-7661-4811-81ac-b0c3428fa5e2,Many adds but results are good,3,0,1.2.2,2024-02-25 10:23:43,,,1.2.2,pho1055865,com.ai.avatar.face.portrait.app
c69e3272-674d-4f8d-b48a-023585b14b68,Won't issue me my refund from months ago I requested I never made the purchase of subscription so I would like my money back,1,1,24.3.3,2024-03-27 16:17:44,Hi there thanks for your message. We are sorry to hear of your situation with our Gold subscription. Please visit our Help Center https://support.picsart.com/hc/articles/360002231937 to learn more about our Refund policy regarding your next steps in this process.,2024-03-29 09:06:47,24.3.3,pho108061,com.picsart.studio
ee762806-abb1-43cd-bb24-f2a472790282,Great app. Easy to use,4,0,1.512.117,2022-10-26 02:26:36,,,1.512.117,pho15264,photo.editor.photoeditor.filtersforpictures
4870516a-dacd-4dfd-80fd-77b3a83c50f1,Its awsome for editing and very helpful,4,0,19.2.3,2022-05-24 02:08:44,,,19.2.3,pho135542,com.picsart.studio
