reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,review_id,manual_screening
b4416007-38a3-4dc5-af4b-85e09e83ccda,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best search engine ever,5,0,2.10.0,2024-01-28 22:04,,,2.10.0,pro282592,non-informative
96918e03-818c-41ee-a128-8348b969344f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Not able to provide correct response for coding related questions. Sometime not able to understand also.,2,0,,2024-10-02 11:44,Hi Simanchal. Generative AI and all of its possibilities are exciting. but it’s still new. Gemini will make mistakes. Even though it’s getting better every day. Gemini can provide inaccurate information. Please share your feedback by marking good and bad responses to help!,2024-10-02 15:53,,pro137201,informative
94412ee8-5ba8-4a91-9b6e-88871f4890d3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Interesting. useful. fun. helpful but really expensive for normal people. it's not overpriced because the AI a functions matches the price. I have high hopes for the new voice model because this one cuts of after listening for a longer period of time,4,0,1.2024.206,2024-07-28 8:46,,,1.2024.206,pro1150,informative
a5e6e02e-3289-4d0e-923e-2ebaacf206bb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I really appreciate this app because this app is very helpful for me and every people can help this app Excellent performance,5,0,1.2024.226,2024-08-24 0:52,,,1.2024.226,pro8640,informative
7e4ace58-57f6-4f37-a8a9-bf88c15947e7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is incredible!,5,0,1.5.1,2023-09-21 17:10,,,1.5.1,pro330794,non-informative
319ac961-44bd-47ed-991a-9139d85c1aa9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good work but please add videos to it or images expecially medical condition,5,0,1.2023.284,2023-10-19 20:01,,,1.2023.284,pro62448,informative
6699b7ff-778c-4e54-8209-b5c62bb8e51b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,How do I cancel my free trial membership before the end. not satisfied at all with app and there is no where I can find to unsubscribe.,1,1,1.8.14,2023-08-20 12:47,,,1.8.14,pro190607,informative
cabd4f9a-2fb2-4879-b0ec-1444802cdb1f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I like that app,5,0,1.2024.226,2024-09-19 15:10,,,1.2024.226,pro74539,non-informative
0319bb1c-bf54-4ab0-89d8-ece1ce2a4ba0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Lets see how it goes,3,0,1.1.0,2023-03-18 7:01,,,1.1.0,pro212496,non-informative
2e60e56c-ca76-4447-b843-fea0435d827f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very helpful app. it helped me in many ways,5,0,a2.30.4,2024-01-17 12:38,,,a2.30.4,pro301103,non-informative
93c5d9a7-b0a8-4a55-861f-191377e83366,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The best I've seen so far,5,0,1.2024.268,2024-10-03 11:23,,,1.2024.268,pro54823,non-informative
514d5450-01b7-4128-9ba9-735c6c5750a5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice app than assistant,5,0,1.0.626720042,2024-07-31 10:12,,,1.0.626720042,pro144152,non-informative
356c0f11-26eb-46e4-bf84-0394fba2e406,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best Ai I have ever seen.,5,0,1.2024.139,2024-05-25 7:20,,,1.2024.139,pro72832,non-informative
7e9fa6bc-ad2a-4f3a-8ca1-82f0e0d43e28,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,great app for homework and business I use this app for everything,5,0,1.2024.212,2024-08-07 10:08,,,1.2024.212,pro20717,informative
60efaf27-a993-48aa-99b5-b0a2920d9e09,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Can't do much except tell you to seek out a professional. What's the point?,2,0,5.3.0,2023-09-04 0:25,,,5.3.0,pro271944,informative
91d2a0f5-acc6-4b03-8c2b-6abe8b7fb753,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,If I could get married to ChatGPT. I would gladly take that vow. My goodness. this is the best thing that has ever happened to me in my entire life. no jokes! Thank you. OpenAI.,5,0,1.2024.025,2024-02-02 9:50,,,1.2024.025,pro63296,non-informative
dc0cb453-a4d9-4b74-be23-8365882f2d3b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very helpful and intelligent i think this is the best AI model,5,0,1.2024.240,2024-09-06 15:31,,,1.2024.240,pro12882,informative
0b03d5e5-0f23-4721-aa91-86722cc71622,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The best AI of the world . It can saw the best answer . And It is very easy. It can has different voices. wow I like it.,5,0,1.2024.025,2024-02-10 9:45,,,1.2024.025,pro51950,informative
5cea384b-868e-4632-a160-2bf0ef484b95,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,So far the application is great. probably needs more updating for specific data concerning South African data/information,3,0,1.3.1,2023-03-29 18:32,,,1.3.1,pro192178,informative
b577be51-1083-477b-a32a-df51a25013dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Limited response for the Claude instant bot after the new update. Urgh. I was enjoying this app before the newest update.,1,1,a2.29.6,2024-01-07 10:50,,,a2.29.6,pro297158,informative
9681be0a-d156-4b97-b8d0-a11a67e28a42,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's so good. I'm in awe!,5,0,1.0.626720042,2024-06-13 8:15,,,1.0.626720042,pro146628,non-informative
3dfac4be-0c2b-46b3-8f50-f8e5436cf228,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The application is very helpful,5,0,a2.59.8,2024-08-12 14:15,,,a2.59.8,pro295774,non-informative
5fab40e0-a141-42b2-ba56-c911816b0b89,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Its very helful for me,5,0,1.7.5,2023-05-20 3:39,,,1.7.5,pro211045,non-informative
023db6f9-ed99-4e0a-9216-c0236821300e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,so far I am LOVING this little app!! I'm still only using the free version. but just for simplest of things I've been using it for it's all really need. Sharing and/or saving a link for later is so easy. you guys believing you have little to no tech skill at all will surprise yourself how quickly you'll pick up working w/ this app! You just have to try it out for yiurself,5,1,1.2024.219,2024-08-24 13:36,,,1.2024.219,pro1117,informative
f62e27fd-2c79-41bf-a5c5-44a0048ef568,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is superb but it should be free. like a new option of file media upload should be free some other tools also . why is it necessary to pay for this app there are other apps which are free so people will find alternatives. you should give some features just free of use .and there must be theme option. and it should be more attractive by light colour wallpapers. Could you plz make it more attractive and cool.. I'll give 5 stars back when new option like pic upload would be free of use,2,0,,2024-05-18 6:37,,,,pro11514,informative
3f52e913-fd98-4a9a-98ae-29c12d16c2fd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love this app,5,0,1.8.14,2023-08-20 16:12,,,1.8.14,pro209315,non-informative
c4820c91-ecd4-45c0-ac2d-16ae0b804bca,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's crazy weird how freaking sweet/helpful this is fr,5,0,1.2024.262,2024-09-30 3:51,,,1.2024.262,pro26241,non-informative
770f9d91-888f-46d9-a721-fe7ca6a30d89,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is great. The technology is spot-on and the AI generation is great. However i I believe that the limit of chats you can have on this should be increased to 20-25. 10 just seems to be too little. and I can't do much there considering how fast i go.,3,12,1.11.134-127,2023-06-06 23:01,,,1.11.134-127,pro176561,informative
ecc9f4eb-489d-4cdb-a5ba-60ff336a1876,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thank you for your help to answer the question,5,0,2.5.2,2024-10-10 1:06,,,2.5.2,pro317177,non-informative
31d5e6ac-bc75-409b-a55b-1ddc47527d90,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Chat gpt very cool and fantastic app problem solver,5,0,1.2024.206,2024-09-24 23:59,,,1.2024.206,pro18941,informative
3d73599b-adc3-4e45-84cb-5a162d9caa82,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The best ai in the game.,5,0,a2.31.5,2024-01-21 14:49,,,a2.31.5,pro303982,non-informative
9cf82834-c193-4e58-b954-240ad307c482,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Chat GPT is an exceptional app! Its AI is intelligent. responsive. and provides accurate information. The user interface is intuitive. making conversations enjoyable. A fantastic AI chat experience! 5 stars!,5,0,1.0.0023,2023-08-01 1:27,,,1.0.0023,pro33497,informative
1d8783ae-0c8c-4cf3-90ab-0379ceb136e1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Top app ever. Thanks .,5,0,27.9.420301045,2024-03-18 8:50,,,27.9.420301045,pro261490,non-informative
09fdae47-88ee-4ea9-a329-83900a263ca9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it is very great and amazing app I have ever seen it's a i f which helps me in all type of my assignments and my projects,5,0,1.2024.206,2024-08-14 11:08,,,1.2024.206,pro8356,informative
ea6f6c64-ef1c-4297-8652-73fd995e272a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I want to say that this application is too useful and the main here I can use chatgpt-4 free,5,0,27.9.420301046,2024-03-09 9:32,,,27.9.420301046,pro258911,informative
04a14dda-8508-4709-b499-1eb35896492f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Initially. it was working pretty well & having a lot of support. but for the last 1 month. it's not working at all. Its totally become garbage,1,2,1.2023.263,2023-09-27 8:21,,,1.2023.263,pro33501,informative
1a879b9d-5234-4afd-9863-7835b3f8ed41,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very informative app. with good detailed answers,5,0,3.6.1,2024-10-04 17:40,,,3.6.1,pro185708,informative
b8cd599c-04eb-4904-8998-d8d46c05c0a5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amazing app! It can provide information about any topic like assignment or any type of question 1000 times faster than browsers. Best app found on playstore,5,0,1.0.0039,2023-09-04 21:43,,,1.0.0039,pro34405,informative
f3de8755-e2e8-4274-b7c2-09de91560d96,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Literally better than google and any other ai. thank you for making chatgpt :),5,0,1.2023.352,2024-01-09 17:54,,,1.2023.352,pro98236,informative
b37c20f6-273e-482d-b25f-08e2d3e2bb81,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's captivating AI companion. Isn't it? ChatGPT is mind-blowing! It's like chatting with a real human. The AI's adaptability. intelligence. and continuous learning make it an app I can't put down. Highly recommended!,5,4,1.0.0023,2023-07-31 14:46,,,1.0.0023,pro20114,informative
f4e91b20-5dfa-45b4-b110-4c25cf2f8800,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very excited from this application,2,0,1.8.0,2023-11-08 13:18,,,1.8.0,pro331250,non-informative
cc142623-2253-42a8-b2ae-c84eeacbc0aa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Hepls for studying,5,0,1.2024.139,2024-06-05 20:54,,,1.2024.139,pro107903,informative
37454f31-863f-431b-94d2-759adf7ffb31,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Need to improve more much.,1,0,1.0.0039,2023-09-06 7:19,,,1.0.0039,pro110082,non-informative
9ecc21ac-9388-4583-8190-c102ba061aef,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Presently. it has stopped working. But initially. it was working perfectly. Please. try to fix it.,2,0,a2.39.8,2024-03-13 23:56,,,a2.39.8,pro297542,informative
dd9f1299-f5b4-4d59-8f5e-455a0f370e46,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I never expected this is important at this match before my first experience for this app.,5,0,a2.65.4,2024-09-18 7:20,,,a2.65.4,pro293737,non-informative
3d23937b-aa7d-415b-b68e-e46fc6415986,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it is alll wrong it breaks basic principles of mathematics I give it 1 star because I can't give -10000 star chatgpt is better,1,5,1.0.657262185,2024-08-06 4:39,,,1.0.657262185,pro125882,informative
a3151b96-2a86-4575-82a8-3defa28f7f73,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,they need to improve the UX overall.but it's a great app indeed,5,0,1.2024.219,2024-08-23 15:46,,,1.2024.219,pro9294,informative
703d2c72-a741-459c-9146-12a8456908b6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Can't make visual designs.,4,0,1.2024.087,2024-04-04 23:47,,,1.2024.087,pro109373,informative
3d5a8c32-a76c-4143-819e-69227c42474f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very gd app i love that,5,0,1.2024.206,2024-08-14 0:06,,,1.2024.206,pro44736,non-informative
0bc7cdd7-a8d4-46b0-b163-d10dde399093,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is a great app and it's very simple to use,5,0,1.0.3,2023-03-18 7:48,,,1.0.3,pro329202,informative
38d31434-3c7c-4fcd-8b7b-b57859f22c4f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's a great apk . it's better than chat gpt,5,0,a2.41.8,2024-04-04 4:45,,,a2.41.8,pro302803,non-informative
ed8113a6-fa3a-45dd-972d-6c21c256b7b5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it help a lot,5,0,1.2024.198,2024-07-25 9:47,,,1.2024.198,pro50874,non-informative
10fed0a3-43e2-4f26-a329-e328fd56ade3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice app 4 because . it's incomplete to me . and because no ads,4,0,1.3.1,2023-09-03 17:43,,,1.3.1,pro323139,informative
090e7720-58b5-4529-8112-8c8670997e72,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ever since the update my app is not working! Uninstalling,2,2,1.2024.262,2024-09-25 11:51,,,1.2024.262,pro9460,informative
5fdf2d0f-9313-4d2c-9e1b-aa027b4323bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,please add a search feature in every chat. it will be very helpful when searching for words,4,0,1.2024.139,2024-05-24 1:57,,,1.2024.139,pro23272,informative
18404dbf-ee06-4ace-8358-f662c7571709,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,literally just wrote me an essay with like 400 words in 30 seconds,5,0,1.0.91,2023-05-03 13:55,,,1.0.91,pro326085,informative
dee85f0b-505a-4dc7-974b-b9f0d82f439f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is like wow it gave you answers and and easy to use it not like ASK AL.ASK AL IT GAVE ME QRONG ANSWERS I CANNOT BELIEVE BUT NOVA IS A FANTASTIC APP FOR ANYTHING ESPECIALLY MATH!!But it's not Free the thing is here,4,0,1.5.5,2023-04-10 20:20,,,1.5.5,pro193507,informative
0d172166-dc1e-41ec-94ae-8e859f7912d3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good fast l love it,5,0,a2.42.6,2024-04-09 6:15,,,a2.42.6,pro304897,non-informative
42d45748-09d6-4f48-939f-fdce419e78cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,can't change the voice which is very annoying,3,0,1.0.618909562,2024-04-13 10:49,,,1.0.618909562,pro148132,informative
4c0f7697-de13-46b3-b180-4c0d07864268,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very helpful of us,5,0,1.6.1,2023-10-11 2:58,,,1.6.1,pro334378,non-informative
6be51ffd-6ab3-4db0-b022-8332ad2c2b1d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,so far. so good!,5,0,1.8.2,2023-06-05 3:36,,,1.8.2,pro210490,non-informative
7a7e3ed8-f668-47c8-be69-c8f088c953b1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,has a great way of explaining by breaking it down it's amazing over all,4,0,a2.5.6,2023-09-21 3:40,,,a2.5.6,pro299159,informative
