reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,review_id,manual_screening
ebe1d472-ba6b-4984-a843-70140f263f6b,After update it becomes very bad..,1,0,,2024-04-26 1:54,,,,pho935283,informative
becb618a-b859-4014-a8ca-b02a04d0d6ea,It's app is very good for enhanced pictures,5,0,3.7.659.202391408,2024-06-12 9:25,,,3.7.659.202391408,pho892528,informative
c5f85346-9278-4b46-bcbb-ffc64025942c,They never send a meesage as promised for cancelation. I claimed my money back and never heard from them again,1,0,7.4.12.26,2024-01-04 7:03,Hi there. sorry for the inconvenience. We are experiencing high inquiries. If it is convenient provide the ticket number. so we can locate it quickly and get back to you as soon as possible.,2024-01-08 21:40,7.4.12.26,pho834281,non-informative
1d25670f-ca0e-434a-adb2-27b476a0cc98,It was the great app when I used it in 2 years ago :(( but now The whole interface has changed:(( too sad. I am wondering what happened to colorize feature it's okay until ads but why the premium,2,0,3.7.708.202417454,2024-07-29 16:16,,,3.7.708.202417454,pho875705,informative
3417e856-1501-4e82-b944-87ed524be848,Waste of time. Too much adds comes at every step,1,0,,2024-03-17 16:02,Thank you for sharing your feedback with us. We are sorry to hear that our app did not meet your expectations. We are dedicated to delivering an exceptional user experience. and we will take your feedback into consideration as we work on making improvements. We appreciate your patience as we continue to make progress.,2024-03-18 3:02,,pho1055298,informative
5500bbc7-5154-49d6-9a0f-3acaf023ade9,The newest improvements make using this app so much easier.,5,0,12.6.296,2024-03-11 8:36,Hi there! Thank you for your positive review! We truly appreciate your feedback and are thrilled to hear that you are enjoying our app. 😃 👍 ^DC,2024-03-13 13:51,12.6.296,pho281674,informative
b9506f55-4a2c-45f0-a0c6-29acf8a9276c,I hate because this app get too much add which is more then 30sec this is very disgusting Remini work on your add for free users..,2,0,3.7.741.202429485,2024-08-25 5:22,,,3.7.741.202429485,pho876657,informative
84eb9728-6106-407d-a0af-d9479a2cbbc7,This is the best editing app for photos and videos but I recommend there to be an update for videos to have effects,4,3,23.1.3,2023-09-10 17:46,,,23.1.3,pho91398,informative
3dfe1ecc-f92a-4293-b064-f8bbc2865912,Doesn't work. At all.,1,0,3.7.391.202280996,2023-10-12 3:47,,,3.7.391.202280996,pho941289,informative
13df21bc-12f6-485b-8aed-a3cbde42c827,amazingg 1st time to used this app and im satisfied,5,0,8.6.1015,2022-11-27 13:26,Thanks for taking out the time to encourage us with your 5★ ratings. Keep using our app! ^Chan,2022-12-13 5:26,8.6.1015,pho286804,non-informative
910706d6-fa7a-4509-9b03-a79a263574e9,Hi! App im so lucky because this app is super beautiful and this app is enhance your blured photo,3,0,,2023-06-11 6:55,,,,pho904288,informative
8ad6ff7e-7f24-46e1-8fc2-ecf3625e8c92,Very good to post,5,0,,2023-01-07 10:06,,,,pho521689,non-informative
06e317f9-4b51-48cd-93d4-8091e12d480a,A solid and more-than-basic editor and enhancer that actually works on your phone (well. in the cloud).,5,3,1.540.122,2023-01-27 17:03,,,1.540.122,pho1885,informative
c03bb051-83c3-4b6c-8c98-aadcc7c3bbc0,Best app for editing,5,0,1.564.131,2023-07-07 10:34,,,1.564.131,pho14309,non-informative
629070e2-0c8e-4bf4-a61a-b98b54dce0ee,I've used a lot of AI image generators even the one called Wonder. Wonder is one of the best. but the new PicsArt AI image generator is the BEST I've EVER used. The images I'm getting are SUPURB. I'm not sure which type of AI your using but I'd SERIOUSLY advise you never change it. because it's SIMPLY BEYOND AMAZING. PicsArt AI is so good ors giving EXACTLY what I ask for. I'm so impressed I'm actually going to tell ppl about it. It's been so long since any app impressed me like this,5,2,,2023-09-16 16:17,,,,pho72427,informative
cfb2d3c1-00bc-4ce3-94d5-24cd8b2f8ca6,this is so nice,3,0,3.7.83.202168326,2023-02-12 15:38,,,3.7.83.202168326,pho952789,non-informative
7d58c29f-6a8b-4181-b825-2a96236bd70b,this apps so beautiful and I love it,5,0,3.12.30,2022-10-18 7:05,,,3.12.30,pho669421,non-informative
2937d176-87c6-4ba2-9744-3253b360a9f9,I want to unsubscribe but i cannot find the option to do so..it was mention that it costs 79 dhs per year..but later on i discovered it that they charge you by the photo between 3 to 115 dhs per item..i want to unsubscribe,1,14,3.12.15,2022-05-20 18:25,Dear user. please. use this instruction on how to cancel or change a subscription on Google Play: https://support.google.com/googleplay/answer/7018481?co=GENIE.Platform%3DAndroid&hl=en Also. you can contact us at support@pho.to and specify the order number.,2022-05-23 1:59,3.12.15,pho633362,informative
e6df6c2f-ec12-4a22-bdab-d258386da50e,Something is wrong error occurs again and again,1,0,,2023-09-12 2:53,,,,pho925966,informative
69c685c5-50d0-46ff-bdf1-e0b1539a838e,This is very useful app please download all and edit is very nice my favourite editing app very nice,5,0,,2024-03-30 4:27,,,,pho108104,informative
2f39fcda-fecc-4ee0-aa12-8b400e2eae45,I requested a refund because my family member accidently purchased the gold account. That was my hard earned money. I thought they would have considerations but they don't. They denied my refund request. They didn't even consider myvalid reasons. I am willing to surrender the acct but nothing happened.,1,2,23.2.9,2023-10-12 6:33,"We'd love to look into this for you. Can you please email us at support@picsart.com with the subject line ""App Store Review""? Our team will investigate and work on a fix for your Gold subscription.",2023-10-12 8:35,23.2.9,pho80585,informative
489d4861-0044-4672-a16e-bc348b4eb6ae,amazing app!! get it!!!,5,0,3.13.11,2024-06-10 10:02,,,3.13.11,pho645846,non-informative
0617d985-94de-4ee4-9b99-a7114fc72cda,Best app for editing,5,0,3.7.95.202169180,2023-07-29 9:41,,,3.7.95.202169180,pho942014,non-informative
db1b05df-0beb-4b6f-81bc-d639fd30d304,it got from bad to worse. this last update made it insufferable-- besides the ads and constat lag. and them shoving vip down your throat.,1,1,25.2.5,2024-07-14 5:14,We hear your frustration. but ads are essential for Picsart and allow us to offer a free version of the app. If you want to create ad-free you can always upgrade to Picsart Gold.,2024-07-23 6:41,25.2.5,pho78825,informative
8bc9c509-1bcd-4786-ac2c-1061c1466549,Great photo editor. Simple to use. Been using it for a while and I really like it.,5,3,1.425.133,2022-10-01 14:42,,,1.425.133,pho457934,informative
c2bd9f6f-573b-4288-94b0-e7e92c893c76,plzz updating my aap,5,0,3.7.349.202261398,2023-09-03 2:38,,,3.7.349.202261398,pho990969,non-informative
8eca0d01-7882-43df-9e3a-ae6132b83ae6,Good for batter photo's,5,0,,2024-02-01 9:02,,,,pho970420,non-informative
781891bc-229c-46d0-8bed-2f787a372ff0,everything is good except the 30 sec add each time,4,0,2.1.0.202111508,2022-03-23 1:42,,,2.1.0.202111508,pho909342,informative
811a88a7-0e34-4c6d-a823-14d7caedf17f,Love it. full of great features. thank you,5,0,1.652.157,2024-07-30 3:41,,,1.652.157,pho2298,informative
3b098fa3-12d5-4cef-9e18-dc43ee9f8790,I like love this app,5,0,1.621.148,2024-02-13 9:57,,,1.621.148,pho29799,non-informative
df185755-656b-451f-b644-9326048a276c,Thanks for this surprise editing. Iam very happy,5,0,1.152.32,2024-05-06 5:59,,,1.152.32,pho1051533,non-informative
9cede9f9-9106-4b9b-9eeb-43c2ec71fd77,Use full app very very nice,5,0,3.7.604.202374942,2024-04-27 2:36,,,3.7.604.202374942,pho906136,non-informative
