reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,review_id,manual_screening
99980a8e-f6d9-4c1d-8b4e-0fd3eb777c77,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is great. but lately I can't get into it. It keeps saying I'm not connected to the Internet even when I am. Can someone please look into this issue?,4,0,2.220.0,2023-06-26 5:25,Hello Durand. we appreciate your feedback and thank you for using Canva. We're sorry to hear that you're getting connectivity issues. Here's the link for more info: https://bit.ly/3qYKIy5. We also recommend that you update the app and if error persists. reach us at canva.me/android. Thanks for your patience. Kind regards. Ronald,2023-06-27 11:39,2.220.0,art87088,informative
2669e0fc-819b-40bd-8d8e-4ce9ac1b1df7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this is great app if you love art.,5,0,1.4.3,2022-09-17 12:21,,,1.4.3,art250840,non informative
882ac213-9366-4256-bd25-0c4d967d4267,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Well. this app is perfect. but there is something I would really like: Automatic page numbering. Looking forward to seeing this change!,4,1,2.227.0,2023-08-19 3:10,Hello Vanesa. thanks for the feedback and for using Canva. We'll let our team know about it. We aim to provide the best design experience. Note that we regularly release updates with new features and improvements so make sure your app is updated as it becomes available in the near future. For concern. reach us at canva.me/android. - Sheryl,2023-08-20 16:34,2.227.0,art76682,informative
8ae5564e-79d2-40db-86e3-334838520401,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,After watching ads. nothing pictures has been created.,1,0,3.7.7,2024-10-09 9:06,,,3.7.7,art174656,informative
06aa827d-7287-4810-a57b-f655aef2d912,Juma Al Blooshi,https://play-lh.googleusercontent.com/a/ACg8ocJ2WRm0xaAT1v9qjIFLUSpWoCZX2GeQwlIstgkCkN7u4q9T2Uo6=mo,All lies not working,1,1,5.5.1,2024-09-14 9:15,,,5.5.1,art334670,informative
676ef669-c41e-4ca1-ae0e-c34b902f346f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Significant improvement over the past and most alternatives. Still ways to go before a public beta. Pricing is insane though. The data collected alone earns the creator/owner of the app millions of dollars every day.,3,0,1.6.0,2022-12-24 14:14,We apologize for your less-than-stellar experience with starryai. but payment is not necessary. In addition to the 5 free daily credits. you get 2 additional credits for watching a video. and 3 each for 4 social media shares every 3 days. We also run contests on our Discord server and look forward to seeing you there!,2022-12-24 15:34,1.6.0,art227823,informative
778227c4-3299-4bbb-bd43-e5d00adb0fca,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Extremely bad app.you can't create anything and you are hit with a paywall.all the ads they keep putting up are fraudulent and fake. Stay aware.,1,0,,2024-09-19 22:32,,,,art273438,informative
13edd00f-c893-45a6-9f4d-dc66b0d49021,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Who needs anything else?,5,0,2.278.0,2024-08-30 17:54,,,2.278.0,art129047,non informative
29a20f85-7a04-4e15-973a-db35525290d0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent app no ad disturbance,5,0,2.230.0,2023-09-02 8:03,,,2.230.0,art144878,informative
31d79bc1-7208-427e-a9a8-47d8ecdcd872,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,That's very good for edit,2,0,2.276.0,2024-08-19 2:51,Hello Masud. thanks for your feedback and for using Canva. You inspire us to improve further because we believe designing should be easy and fun. Kindly update your app to enjoy its full features and improvements. Let us know your concerns at canva.me/android. Regards. - Pian,2024-08-22 3:13,2.276.0,art69529,non informative
319f8c4e-2df7-437c-bbf5-08f1f047a82d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Well here I am finding it entertaining,5,0,1.1.2,2024-07-08 9:36,,,1.1.2,art274477,non informative
56018f9b-12f8-4db2-b146-f6d6f7632e8b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,recommendable to everyone students and very easy seakable,5,0,2.196.2,2023-01-09 3:28,,,2.196.2,art125072,informative
ca669112-c3a7-48cb-aba4-ddb0bbb0d886,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,A dumb app - like most image and logo creators it doesn't have a language model driving it - so it can't interpret the subtle meaning of a brand name or even a description.,2,0,,2024-05-07 1:16,Hi There. sorry to hear you are experiencing issues with the app. Could you please provide more details at https://adobe.ly/3DS568s so a team member can take a look? We are working on improving the experience and value your feedback. Thanks. ^NK,2024-05-08 16:28,,art283656,informative
5dc99ceb-f9ed-4be4-8f52-302268d88311,Exo Stranger,https://play-lh.googleusercontent.com/a-/ALV-UjXHaDw0BUrq95Bw6WKgXAhES6FwX_3hR4zsHTmes3aTEr_MR0M,They said AI is for cheaters. Maybe it is. I'm using it anyways!,5,0,2.2.2,2024-08-21 15:47,We're excited for you to try our app and hear your thoughts! Please. once you've explored its features. share your experience with us. Looking forward to your review :),2024-08-19 2:03,2.2.2,art238076,non informative
71ee5d64-d042-48e9-93a1-8a15bde7d7b0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Changing my review from 5 stars. Got a new phone. When I logged in to my account I lost my PRO status. I should not be expected to pay $25 again just because I got a new phone.,1,0,1.6.1,2022-11-06 11:39,,,1.6.1,art243193,informative
0002f642-77dd-464c-a7ec-1d409a19ecb2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I used to like this app. Now it won't even load for me. Kinda horrible since I paid for the full version. Feel ripped off by yet another app that doesn't care about their customers smh.,1,1,3.2.0,2024-04-15 20:37,,,3.2.0,art242458,informative
3d58427f-f226-4814-b8fd-a2b79cd80f80,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Just use this. many times generate and it's unlimited. free. no ads. Afterall this app good. Thanks Edit : maybe free apps just in the beginning,5,0,2,2023-09-20 3:13,,,2,art267458,informative
f8db8882-bd89-4192-9714-9ba9aa97fcab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is a very good app and you are able to use it without any problem,5,0,1.2.2,2023-07-14 6:55,,,1.2.2,art196767,non informative
f609500d-9035-401b-a13b-96a4afbe1e66,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excellent! Great GUI and results. Have already improved my art skills by seeing examples of what I envision my art to be!,5,0,1.11.0,2023-06-19 19:38,,,1.11.0,art228232,informative
e15c9a22-f76e-4506-bc0f-aae50726c06c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amazing app for graphic design making logo posts everything,5,0,2.161.0,2022-04-24 6:29,,,2.161.0,art138635,informative
9fc73ccb-5a38-44e8-88e5-458a94771a34,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ALDOS THE CLOTHING BRAND EXCELLENT APP,5,0,26.2.0,2024-09-26 20:48,,,26.2.0,art283797,non informative
1fefffdf-6592-4e3b-8bac-2fddfa26e3d1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I would give it a zero if I could since you can't test it before needing to subscribe!,1,0,2.0.0,2024-09-14 1:11,,,2.0.0,art273244,informative
e50cfa6c-5476-4059-98cb-eb1113a7c2d9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Not for me but really interesting,5,0,,2022-09-02 17:46,,,,art254235,non informative
f76c19a7-38cd-45d3-8e18-f913809c829d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this app is so good thanks,5,0,2.264.0,2024-05-25 11:24,,,2.264.0,art113643,non informative
123532c7-6385-42c6-9f55-afa996b8a1d8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Despite odd occurrences and etc I love what gets generated most of the time,5,0,,2024-02-24 20:33,Thank you for being a loyal customer! We are really glad that you like our product - your support and voice are really important to us. Keep an eye out for exciting new releases as we continue to improve and bring more features to starryai.,2024-03-06 10:57,,art229706,informative
211a5d5a-7c7c-48d6-8474-b294753ef64d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,too many adds to get image made. bad ai generation. too much garbage generation/censorship.,1,0,1.0.32,2024-04-05 15:27,,,1.0.32,art261515,informative
a42bc7d6-cdd0-4cf6-8939-b7603669cbab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This sucks! It tells you to pick your photos out of the gallery but when pick your photos it tells you out of 13 or so is invalid and try again but it doesn't tell you which 13 or so you can't use?! You have to keep guessing until you are able to use it?! Plus I have to purchase the app ordinary to use the rest of the benefits?! That is a ripoff from the advertisement!! I thought this was free?!,1,4,3.14.9,2024-08-11 20:43,,,3.14.9,art186439,informative
07932d5c-8958-4668-b5ed-d2e3438828bd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I would like to give 4 stars because there is no add music option to video so we have to take another app for it this is only the problem rest all is good in this application,4,0,2.215.0,2023-05-30 21:12,Hello Ruchita. thanks for using Canva. we’re sorry to hear that you're having troubles editing. Kindly check this link for more info: https://bit.ly/3RgKzly. Also. update you app to enjoy its full features. If error persists. send us a screenshot of your report at canva.me/android so we can further assist you. Kind regards. -Sheryl,2023-06-01 9:07,2.215.0,art87659,informative
6a371313-b9e7-4f1e-bbc5-1a2bbcb8be60,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best editing app for beginners,5,0,2.272.0,2024-07-20 23:42,,,2.272.0,art62338,informative
597dbda1-d7c9-4f05-9e06-22e2b70b4cdf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I liked how the app works but the only problem that I have is the ai doesn't put in the correct stuff in for what you type down such as you typing in hazbin hotel oc which you describe your character but it gives quite the opposite of what your saying. but other than that it is a useful app,4,0,2.5.3,2023-04-16 11:38,,,2.5.3,art3603,informative
6beda474-738b-4579-991e-3df2691bb412,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,a good amount of photo analysis . some are like bloom photos and some are like . Eventho it analysis. and face pattern recognition is good in just 10 photos given.,5,0,2.2.3,2023-01-08 1:06,,,2.2.3,art242816,informative
f072e5c7-18c4-402c-80d1-877fb6fd8cd1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I tried it but it's not a video like they claim. Just an animated pitcher. I paid for it and now trying to cancel my account with them.,1,0,1.1.1,2024-05-30 23:57,,,1.1.1,art273126,informative
9d08fe72-1b33-4b0f-9495-9d36a50e3f7a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this app is good I will like to add people on it,5,0,3.5.1,2024-04-11 21:31,,,3.5.1,art180168,non informative
8268ea7e-a7c0-4e40-ad26-b5d132e6f986,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Didn't work. Kept failing,1,1,2.0.0,2022-12-03 23:27,,,2.0.0,art213823,informative
cb43ae28-422c-400d-988d-40615efbf262,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love the app. I feel it is still limited or throttled . there should be much more subject matter available to create from. I don't mean anything unethical or perverted. but the human body or expressions of sexuality should be on the table of possibilities. I have tried many combinations of words and phrases but it doesn't seem to comprehend the concept of nudity. I decorate my surroundings with this type of art along with more Gothic concepts. I look forward to any updates or responses.,4,3,3.4.9,2024-03-08 5:14,,,3.4.9,art174221,informative
f4a02b2d-9adc-4cec-a220-50e292ab4892,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Canva took 5 months of payments unfairly! Did the try pro. and then i disabled it. I removed my card info. It had took 5 months of payments i didnt even notice it. Very very shady and scamy. I had to delete my account totally just to be save. And now i am checking my bank statements every month. Of course they dont refund. there is not even a place to request a refund.,1,1,2.191.0,2022-12-17 4:48,Hello Andi. thanks for reaching out to us. Since your subscription is tied with your device store. we recommend reaching out to them for refund/dispute concerns. If you need more help with this. please contact our support team here at canva.me/android. Many thanks. - Jane,2022-12-18 10:50,2.191.0,art54818,informative
39d31f50-cade-433b-adc6-aae830e1123e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it has gotten a lot better with time can say it's worth it if you want original and unique works of art,4,0,1.5.2,2022-11-30 12:29,Thank you for being a loyal customer! Is there anything we can do to get 5 stars? Please let us know by reaching out to us at support or on our Discord! We love to hear your feedback. As always. keep an eye out for exciting new releases as we continue to improve and bring more features to starryai.,2022-12-02 9:30,1.5.2,art229242,informative
1b9a6be3-0ddc-40b6-8b94-267109160b1c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Don't use it for the first time to make obituaries unless you have a week to make everything print exactly how you've set it despite doing everything required for it to work. Never again!,1,4,2.223.0,2023-07-14 13:32,Hello T's Sunset. thanks for using Canva. Sorry to hear that you are unsatisfied with the app. Kindly send us the complete details of the concern at canva.me/android. Kindly stay tuned for further improvements. Many thanks - Dan,2023-07-15 20:11,2.223.0,art60784,informative
5819ccc3-c7cd-446e-b855-3c302688cfa4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,useful for creating new ideas,5,0,2.273.0,2024-08-01 1:58,,,2.273.0,art83133,informative
6c174f3a-a7bc-4e7b-8065-8d3d6224a053,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,works great fast rendering. free version has enough features to stay happy,5,1,1.90.6,2022-09-30 13:26,,,1.90.6,art208936,informative
06c373c0-e9f6-487b-90f9-28b4159680e7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very very bad I just downloaded this app and it is performing very poorly every time I try to open it. It keeps getting shut down without any freakin reason,1,1,1.75.1,2022-05-17 19:04,,,1.75.1,art207007,informative
